timestamps,TP9,AF7,AF8,TP10,Right AUX
1587072150.146,143.555,-42.480,-355.957,-85.449,0.000
1587072150.150,277.344,-32.715,-254.395,-127.930,0.000
1587072150.154,-127.441,-33.203,-380.371,-18.066,0.000
1587072150.158,-354.492,-35.645,-472.168,69.824,0.000
1587072150.162,4.395,-35.645,-355.469,-10.742,0.000
1587072150.166,318.359,-34.180,-293.457,-119.629,0.000
1587072150.170,19.531,-35.645,-417.969,-66.406,0.000
1587072150.173,-344.727,-40.039,-503.418,58.105,0.000
1587072150.177,-125.977,-42.480,-485.840,17.578,0.000
1587072150.181,272.461,-34.668,-268.066,-124.023,0.000
1587072150.185,116.699,-31.738,-224.121,-88.379,0.000
1587072150.189,-304.688,-36.133,-464.355,41.504,0.000
1587072150.193,-210.938,-39.551,-526.367,22.949,0.000
1587072150.197,231.934,-33.203,-342.285,-99.121,0.000
1587072150.201,228.516,-26.855,-285.645,-121.094,0.000
1587072150.205,-231.934,-40.039,-418.945,5.371,0.000
1587072150.209,-317.871,-43.457,-430.176,66.406,0.000
1587072150.212,119.629,-33.203,-327.148,-48.828,0.000
1587072150.216,300.781,-28.320,-310.547,-112.305,0.000
1587072150.220,-98.145,-37.109,-528.809,-24.902,0.000
1587072150.224,-355.957,-41.504,-587.891,57.617,0.000
1587072150.228,-6.836,-26.855,-291.992,-10.254,0.000
1587072150.232,312.988,-25.879,-256.348,-112.793,0.000
1587072150.236,30.273,-31.250,-349.121,-68.848,0.000
1587072150.240,-352.051,-39.062,-407.227,58.105,0.000
1587072150.244,-133.789,-44.434,-365.234,29.297,0.000
1587072150.248,287.598,-39.551,-318.359,-95.703,0.000
1587072150.252,140.137,-42.969,-376.953,-77.637,0.000
1587072150.255,-301.270,-42.480,-395.996,51.758,0.000
1587072150.259,-250.000,-35.156,-391.113,81.543,0.000
1587072150.263,212.891,-31.738,-388.672,-74.219,0.000
1587072150.267,245.605,-37.109,-413.574,-113.281,0.000
1587072150.271,-221.680,-43.457,-456.055,17.578,0.000
1587072150.275,-339.844,-39.062,-400.879,55.664,0.000
1587072150.279,89.844,-33.203,-352.539,-39.062,0.000
1587072150.283,298.828,-31.738,-303.711,-116.211,0.000
1587072150.287,-69.336,-38.574,-341.797,-32.227,0.000
1587072150.291,-368.164,-43.945,-433.105,84.473,0.000
1587072150.295,-67.383,-41.992,-411.621,8.789,0.000
1587072150.298,307.129,-31.738,-348.145,-117.676,0.000
1587072150.302,82.031,-24.902,-284.180,-71.289,0.000
1587072150.306,-319.336,-31.250,-398.926,63.965,0.000
1587072150.310,-165.039,-40.039,-535.156,55.664,0.000
1587072150.314,284.180,-36.133,-438.477,-61.523,0.000
1587072150.318,211.914,-30.273,-262.207,-100.098,0.000
1587072150.322,-275.391,-34.180,-377.441,17.578,0.000
1587072150.326,-299.805,-44.434,-441.406,67.383,0.000
1587072150.330,154.297,-42.969,-382.812,-69.824,0.000
1587072150.334,271.484,-35.156,-302.734,-132.324,0.000
1587072150.337,-158.691,-35.645,-346.191,-9.766,0.000
1587072150.341,-354.492,-37.109,-441.406,63.477,0.000
1587072150.345,36.133,-36.621,-305.664,-23.926,0.000
